DATASET_ID,DATASET_NAME,DATASET_FQN,DOMAIN,LAYER,SCORE_RUN_DATE,BATCH_ID,DIM_OWNERSHIP_SCORE,DIM_OWNERSHIP_STATUS,DIM_OWNERSHIP_OWNER_NAME,DIM_OWNERSHIP_LAST_CONFIRMED,DIM_SOURCE_SCORE,DIM_SOURCE_STATUS,DIM_SOURCE_SYSTEM,DIM_SOURCE_TIER,DIM_ISSUES_SCORE,DIM_ISSUES_STATUS,DIM_ISSUES_OPEN_P1,DIM_ISSUES_OPEN_P2,DIM_ISSUES_OPEN_P3,DIM_ISSUES_LAST_FAILURE_AT,DIM_TIMELINESS_SCORE,DIM_TIMELINESS_STATUS,DIM_TIMELINESS_MAX_LOAD_DATE,DIM_TIMELINESS_SLA_HOURS,DIM_TIMELINESS_HOURS_LATE,DIM_COMPLETENESS_KEY_PROPS_SCORE,DIM_COMPLETENESS_KEY_PROPS_STATUS,DIM_COMPLETENESS_KEYS_CHECKED,DIM_COMPLETENESS_WORST_KEY,DIM_COMPLETENESS_WORST_KEY_NULL_PCT,DIM_PROFILING_SCORE,DIM_PROFILING_STATUS,DIM_PROFILING_CHECKS_TOTAL,DIM_PROFILING_CHECKS_PASSED,DIM_DEFINITIONS_SCORE,DIM_DEFINITIONS_STATUS,DIM_DEFINITIONS_FIELDS_TOTAL,DIM_DEFINITIONS_FIELDS_DEFINED,DIM_KEY_PROPERTIES_SCORE,DIM_KEY_PROPERTIES_STATUS,DIM_KEY_PROPERTIES_REQUIRED,DIM_KEY_PROPERTIES_PRESENT,DIM_USAGE_SCORE,DIM_USAGE_STATUS,DIM_USAGE_UNIQUE_CONSUMERS_30D,DIM_USAGE_QUERIES_30D,DIM_FEEDBACK_SCORE,DIM_FEEDBACK_STATUS,DIM_FEEDBACK_AVG_RATING,DIM_FEEDBACK_RESPONSES_90D,TRUST_SCORE_OVERALL,TRUST_SCORE_TIER,LOAD_DATE,LOAD_BY
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-02-15,21bdd904,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,100,GREEN,0,0,0,2026-02-12 15:00:00,100.0,GREEN,2026-02-15 00:00:00.000000,168,0.0,96.91286383047513,GREEN,"TWID,POSITION_ID",TWID,3.09,95.83333333333333,GREEN,24,23,43.75,RED,48,21,100.0,GREEN,2,2,28.333333333333332,RED,17,702,78.29715347129557,AMBER,3.91,11,84.6,SILVER,2026-05-06 15:37:37.299868,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-02-16,38414538,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,100,GREEN,0,0,0,2026-02-10 23:00:00,100.0,GREEN,2026-02-16 00:00:00.000000,168,0.0,97.26107939563447,GREEN,"TWID,POSITION_ID",TWID,2.74,87.5,GREEN,24,21,50.617283950617285,RED,81,41,100.0,GREEN,2,2,15.0,RED,9,425,90.616183628025,GREEN,4.53,12,83.89,SILVER,2026-05-06 15:37:37.301992,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-02-17,dd3fc45e,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,100,GREEN,0,0,0,2026-02-11 20:00:00,95.64524741569534,GREEN,2026-02-16 02:03:07.369110,168,21.95,98.98260417749088,GREEN,"TWID,POSITION_ID",POSITION_ID,1.02,79.16666666666667,AMBER,24,19,53.529411764705884,RED,170,91,100.0,GREEN,2,2,35.0,RED,21,871,79.80334789814796,AMBER,3.99,8,83.52,SILVER,2026-05-06 15:37:37.303854,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-02-18,d5e5b069,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,97,GREEN,0,1,0,2026-02-16 01:00:00,100.0,GREEN,2026-02-18 00:00:00.000000,168,0.0,97.80728816213886,GREEN,"TWID,POSITION_ID",TWID,2.19,95.83333333333333,GREEN,24,23,55.10204081632653,RED,147,81,100.0,GREEN,2,2,28.333333333333332,RED,17,651,92.46651275063199,GREEN,4.62,7,85.84,GOLD,2026-05-06 15:37:37.305618,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-02-19,e022cf05,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,89,GREEN,1,0,1,2026-02-11 03:00:00,97.47069951655457,GREEN,2026-02-18 11:15:08.372028,168,12.75,97.19826171262449,GREEN,"TWID,POSITION_ID",TWID,2.8,95.83333333333333,GREEN,24,23,55.76923076923077,RED,208,116,100.0,GREEN,2,2,28.333333333333332,RED,17,707,100.0,GREEN,5.0,5,84.8,SILVER,2026-05-06 15:37:37.307330,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-02-20,6269b0f9,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,99,GREEN,0,0,1,2026-02-19 21:00:00,95.80644294101843,GREEN,2026-02-19 02:51:52.100722,168,21.14,97.97969309157949,GREEN,"TWID,POSITION_ID",TWID,2.02,70.83333333333333,AMBER,24,17,54.255319148936174,RED,94,51,100.0,GREEN,2,2,15.0,RED,9,382,89.74459481071656,GREEN,4.49,6,81.54,SILVER,2026-05-06 15:37:37.309301,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-02-21,1244c781,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,96,GREEN,0,1,1,2026-02-13 11:00:00,99.0223622094524,GREEN,2026-02-20 19:04:21.739928,168,4.93,97.51929490696703,GREEN,"TWID,POSITION_ID",TWID,2.48,83.33333333333333,GREEN,24,20,43.47826086956522,RED,46,20,100.0,GREEN,2,2,0.0,RED,0,0,92.70880316188266,GREEN,4.64,7,81.42,SILVER,2026-05-06 15:37:37.311082,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-02-22,7ca70233,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,99,GREEN,0,0,1,2026-02-15 06:00:00,100.0,GREEN,2026-02-22 00:00:00.000000,168,0.0,97.33671952746712,GREEN,"TWID,POSITION_ID",POSITION_ID,2.66,100.0,GREEN,24,24,52.325581395348834,RED,172,90,100.0,GREEN,2,2,23.333333333333332,RED,14,507,89.57313497260294,GREEN,4.48,9,85.88,GOLD,2026-05-06 15:37:37.312773,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-02-23,832e76ff,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,96,GREEN,0,1,1,2026-02-20 20:00:00,94.74551526763968,GREEN,2026-02-21 21:31:02.629016,168,26.48,98.30973982337362,GREEN,"TWID,POSITION_ID",TWID,1.69,91.66666666666667,GREEN,24,22,58.333333333333336,RED,156,91,100.0,GREEN,2,2,40.0,RED,24,963,87.58750094549085,GREEN,4.38,9,85.32,GOLD,2026-05-06 15:37:37.314422,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-02-24,58c37d2e,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,100,GREEN,0,0,0,2026-02-23 05:00:00,97.54275365013447,GREEN,2026-02-23 11:36:55.722228,168,12.38,99.78979677106278,GREEN,"TWID,POSITION_ID",POSITION_ID,0.21,91.66666666666667,GREEN,24,22,55.94405594405595,RED,143,80,100.0,GREEN,2,2,15.0,RED,9,413,77.74877057079118,AMBER,3.89,12,84.31,SILVER,2026-05-06 15:37:37.316028,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-02-25,6e9f48aa,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,97,GREEN,0,1,0,2026-02-20 07:00:00,99.62818107845575,GREEN,2026-02-24 22:07:33.717488,168,1.87,97.28846828505033,GREEN,"TWID,POSITION_ID",TWID,2.71,87.5,GREEN,24,21,49.0,RED,100,49,100.0,GREEN,2,2,5.0,RED,3,188,93.79972999969601,GREEN,4.69,11,82.88,SILVER,2026-05-06 15:37:37.317602,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-02-26,36c8bbbd,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,100,GREEN,0,0,0,2026-02-20 02:00:00,95.41038643542234,GREEN,2026-02-25 00:52:06.051484,168,23.13,95.78398878282651,GREEN,"TWID,POSITION_ID",TWID,4.22,83.33333333333333,GREEN,24,20,59.42028985507246,RED,69,41,100.0,GREEN,2,2,16.666666666666668,RED,10,470,82.62716501716051,GREEN,4.13,6,83.03,SILVER,2026-05-06 15:37:37.319179,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-02-27,8ea7eacc,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,100,GREEN,0,0,0,2026-02-25 09:00:00,95.03253608659168,GREEN,2026-02-25 22:57:50.334755,168,25.04,100.0,GREEN,"TWID,POSITION_ID",TWID,0.0,79.16666666666667,AMBER,24,19,52.34375,RED,128,67,100.0,GREEN,2,2,21.666666666666668,RED,13,511,85.23356734210444,GREEN,4.26,11,82.9,SILVER,2026-05-06 15:37:37.320746,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-02-28,882d5e97,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,100,GREEN,0,0,0,2026-02-20 23:00:00,100.0,GREEN,2026-02-28 00:00:00.000000,168,0.0,98.7746402997746,GREEN,"TWID,POSITION_ID",POSITION_ID,1.23,91.66666666666667,GREEN,24,22,52.592592592592595,RED,135,71,100.0,GREEN,2,2,28.333333333333332,RED,17,716,86.49573576770395,GREEN,4.32,5,85.4,GOLD,2026-05-06 15:37:37.322286,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-03-01,849f6159,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,98,GREEN,0,0,2,2026-02-20 20:00:00,96.97816535613724,GREEN,2026-02-28 08:46:11.832222,168,15.23,100.0,GREEN,"TWID,POSITION_ID",TWID,0.0,83.33333333333333,GREEN,24,20,53.10734463276836,RED,177,94,100.0,GREEN,2,2,26.666666666666668,RED,16,739,76.24231380200756,AMBER,3.81,9,83.44,SILVER,2026-05-06 15:37:37.323827,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-03-02,99384c81,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,99,GREEN,0,0,1,2026-02-27 07:00:00,97.07495903285057,GREEN,2026-03-01 09:15:28.056692,168,14.74,96.72690179162949,GREEN,"TWID,POSITION_ID",POSITION_ID,3.27,87.5,GREEN,24,21,53.7037037037037,RED,216,116,100.0,GREEN,2,2,25.0,RED,15,638,90.68797981353751,GREEN,4.53,9,84.14,SILVER,2026-05-06 15:37:37.325357,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-03-03,d6f804f0,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,99,GREEN,0,0,1,2026-02-23 02:00:00,100.0,GREEN,2026-03-03 00:00:00.000000,168,0.0,98.15223558869116,GREEN,"TWID,POSITION_ID",TWID,1.85,87.5,GREEN,24,21,57.57575757575758,RED,132,76,100.0,GREEN,2,2,8.333333333333334,RED,5,79,99.26552866205921,GREEN,4.96,7,84.4,SILVER,2026-05-06 15:37:37.326886,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-03-04,441cfdf9,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,96,GREEN,0,1,1,2026-02-25 13:00:00,99.00462855613709,GREEN,2026-03-03 18:58:59.980523,168,5.02,97.88825717093009,GREEN,"TWID,POSITION_ID",TWID,2.11,91.66666666666667,GREEN,24,22,53.097345132743364,RED,113,60,100.0,GREEN,2,2,38.333333333333336,RED,23,911,99.81818370842504,GREEN,4.99,2,85.83,GOLD,2026-05-06 15:37:37.328371,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-03-05,c72532fa,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,100,GREEN,0,0,0,2026-03-01 06:00:00,100.0,GREEN,2026-03-05 00:00:00.000000,168,0.0,99.23830931135836,GREEN,"TWID,POSITION_ID",TWID,0.76,87.5,GREEN,24,21,54.78260869565217,RED,115,63,100.0,GREEN,2,2,1.6666666666666667,RED,1,0,90.66926931781809,GREEN,4.53,9,83.7,SILVER,2026-05-06 15:37:37.329833,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-03-06,ab6aac21,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,97,GREEN,0,1,0,2026-02-26 20:00:00,94.09912860400628,GREEN,2026-03-04 18:15:34.589391,168,29.74,99.83374212542209,GREEN,"TWID,POSITION_ID",POSITION_ID,0.17,83.33333333333333,GREEN,24,20,56.8,RED,125,71,100.0,GREEN,2,2,33.333333333333336,RED,20,777,82.4535188957919,GREEN,4.12,5,83.83,SILVER,2026-05-06 15:37:37.331308,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-03-07,a5342516,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,100,GREEN,0,0,0,2026-03-04 19:00:00,95.49624955491926,GREEN,2026-03-06 01:18:03.951924,168,22.7,100.0,GREEN,"TWID,POSITION_ID",TWID,0.0,91.66666666666667,GREEN,24,22,56.81818181818182,RED,132,75,100.0,GREEN,2,2,10.0,RED,6,194,92.56311773928215,GREEN,4.63,2,84.42,SILVER,2026-05-06 15:37:37.332877,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-03-08,70ad4ff0,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,96,GREEN,0,1,1,2026-03-07 18:00:00,95.61867152994364,GREEN,2026-03-07 01:55:05.176239,168,22.08,99.44460575295146,GREEN,"TWID,POSITION_ID",TWID,0.56,83.33333333333333,GREEN,24,20,57.57575757575758,RED,99,57,100.0,GREEN,2,2,0.0,RED,0,0,77.5877124188999,AMBER,3.88,6,81.74,SILVER,2026-05-06 15:37:37.334411,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-03-09,09eed335,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,99,GREEN,0,0,1,2026-03-01 06:00:00,95.88122621129922,GREEN,2026-03-08 03:14:28.968378,168,20.76,100.0,GREEN,"TWID,POSITION_ID",TWID,0.0,95.83333333333333,GREEN,24,23,58.9041095890411,RED,73,43,100.0,GREEN,2,2,8.333333333333334,RED,5,107,87.36328773073151,GREEN,4.37,13,84.71,SILVER,2026-05-06 15:37:37.335858,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-03-10,3a705ea1,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,100,GREEN,0,0,0,2026-03-04 17:00:00,95.80990544468676,GREEN,2026-03-09 02:52:54.924388,168,21.12,98.07817301755226,GREEN,"TWID,POSITION_ID",TWID,1.92,87.5,GREEN,24,21,52.577319587628864,RED,97,51,100.0,GREEN,2,2,6.666666666666667,RED,4,244,98.87098606131154,GREEN,4.94,7,83.41,SILVER,2026-05-06 15:37:37.337268,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-03-11,b59846f5,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,88,GREEN,1,0,2,2026-03-06 06:00:00,97.36039170734693,GREEN,2026-03-10 10:41:46.947138,168,13.3,98.91048775020765,GREEN,"TWID,POSITION_ID",TWID,1.09,83.33333333333333,GREEN,24,20,53.73134328358209,RED,201,108,100.0,GREEN,2,2,6.666666666666667,RED,4,185,87.14875640193213,GREEN,4.36,6,81.42,SILVER,2026-05-06 15:37:37.338679,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-03-12,e595b2ca,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,99,GREEN,0,0,1,2026-03-05 16:00:00,98.51668391962801,GREEN,2026-03-11 16:31:26.713038,168,7.48,99.48376623273626,GREEN,"TWID,POSITION_ID",POSITION_ID,0.52,87.5,GREEN,24,21,54.225352112676056,RED,142,77,100.0,GREEN,2,2,13.333333333333334,RED,8,332,81.35055022357295,GREEN,4.07,7,83.69,SILVER,2026-05-06 15:37:37.340070,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-03-13,48cb4e65,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,97,GREEN,0,1,0,2026-03-05 16:00:00,98.14511388208597,GREEN,2026-03-12 14:39:04.946277,168,9.35,98.88345366633952,GREEN,"TWID,POSITION_ID",TWID,1.12,95.83333333333333,GREEN,24,23,50.0,RED,172,86,100.0,GREEN,2,2,23.333333333333332,RED,14,638,76.75890677048595,AMBER,3.84,6,84.39,SILVER,2026-05-06 15:37:37.341468,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-03-14,2db1d110,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,87,GREEN,1,1,0,2026-03-08 19:00:00,87.70946287778784,GREEN,2026-03-11 10:03:20.494455,168,61.94,97.28081393571819,GREEN,"TWID,POSITION_ID",TWID,2.72,95.83333333333333,GREEN,24,23,53.608247422680414,RED,97,52,100.0,GREEN,2,2,15.0,RED,9,405,86.18222504380032,GREEN,4.31,7,81.67,SILVER,2026-05-06 15:37:37.342840,prototype
DS_POSITION_REPORT,Workday Position Report,EDLE_DW_DB.PNC_DATA.DT_POSITION_REPORT,P&C,SILVER,2026-03-15,22df4863,60.0,AMBER,Paul Field,,100,GREEN,Workday,CORE,97,GREEN,0,1,0,2026-03-06 21:00:00,99.75648680138863,GREEN,2026-03-14 22:46:21.696524,168,1.23,99.13317912396674,GREEN,"TWID,POSITION_ID",POSITION_ID,0.87,91.66666666666667,GREEN,24,22,50.68493150684932,RED,73,37,100.0,GREEN,2,2,26.666666666666668,RED,16,643,71.02444830665698,AMBER,3.55,9,84.18,SILVER,2026-05-06 15:37:37.344241,prototype
