DATASET_ID,DATASET_NAME,DOMAIN,SCORE_RUN_DATE,DIMENSION_CODE,DIMENSION_NAME,SCORE,STATUS
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-24,DEFINITIONS,Data Definitions,55.94,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-24,KEY_PROPERTIES,Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-24,USAGE,Usage,15.0,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-24,FEEDBACK,User Feedback,77.75,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-25,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-25,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-25,ISSUES,Active Issues,97.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-25,TIMELINESS,Timeliness,99.63,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-25,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,97.29,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-25,PROFILING,Data Profiling,87.5,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-25,DEFINITIONS,Data Definitions,49.0,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-25,KEY_PROPERTIES,Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-25,USAGE,Usage,5.0,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-25,FEEDBACK,User Feedback,93.8,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-26,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-26,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-26,ISSUES,Active Issues,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-26,TIMELINESS,Timeliness,95.41,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-26,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,95.78,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-26,PROFILING,Data Profiling,83.33,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-26,DEFINITIONS,Data Definitions,59.42,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-26,KEY_PROPERTIES,Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-26,USAGE,Usage,16.67,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-26,FEEDBACK,User Feedback,82.63,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-27,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-27,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-27,ISSUES,Active Issues,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-27,TIMELINESS,Timeliness,95.03,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-27,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-27,PROFILING,Data Profiling,79.17,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-27,DEFINITIONS,Data Definitions,52.34,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-27,KEY_PROPERTIES,Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-27,USAGE,Usage,21.67,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-27,FEEDBACK,User Feedback,85.23,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-28,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-28,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-28,ISSUES,Active Issues,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-28,TIMELINESS,Timeliness,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-28,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,98.77,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-28,PROFILING,Data Profiling,91.67,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-28,DEFINITIONS,Data Definitions,52.59,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-28,KEY_PROPERTIES,Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-28,USAGE,Usage,28.33,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-02-28,FEEDBACK,User Feedback,86.5,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-03-01,OWNERSHIP,Data Ownership,60.0,AMBER
DS_POSITION_REPORT,Workday Position Report,P&C,2026-03-01,SOURCE,Data Source,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-03-01,ISSUES,Active Issues,98.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-03-01,TIMELINESS,Timeliness,96.98,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-03-01,COMPLETENESS_KEY_PROPS,Completeness of Key Properties,100.0,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-03-01,PROFILING,Data Profiling,83.33,GREEN
DS_POSITION_REPORT,Workday Position Report,P&C,2026-03-01,DEFINITIONS,Data Definitions,53.11,RED
DS_POSITION_REPORT,Workday Position Report,P&C,2026-03-01,KEY_PROPERTIES,Key Properties,100.0,GREEN
